zdravé 	4	2,3,4,6
zdolávání 	4	2,3,4,6
zdolání 	4	2,3,4,6
zdokonalování 	4	2,3,4,6
zdobení 	4	2,3,4,6
zdi 	4	2,3,4,6
zdění 	4	2,3,4,6
zdejší 	4	2,3,4,6
zdaňování 	4	2,3,4,6
zdánlivě 	4	2,3,4,6
zdanění 	4	2,3,4,6
ZČU 	4	2,3,4,6
zcela 	4	2,3,4,6
zaznamenávání 	4	2,3,4,6
zaznamenání 	4	2,3,4,6
zažívání 	4	2,3,4,6
zavření 	4	2,3,4,6
zavřené 	4	2,3,4,6
zavolání 	4	2,3,4,6
závodní 	4	2,3,4,6
závodění 	4	2,3,4,6
zavlažování 	4	2,3,4,6
závislosti 	4	2,3,4,6
zavírání 	4	2,3,4,6
zavěšení 	4	2,3,4,6
závěrečné 	4	2,3,4,6
zavedení 	4	2,3,4,6
zavedené 	4	2,3,4,6
závažné 	4	2,3,4,6
závazné 	4	2,3,4,6
zavařování 	4	2,3,4,6
zaváhání 	4	2,3,4,6
zavádění 	4	2,3,4,6
zaúčtování 	4	2,3,4,6
zatmění 	4	2,3,4,6
zatížení 	4	2,3,4,6
zatím 	4	2,3,4,6
zateplování 	4	2,3,4,6
zateplení 	4	2,3,4,6
zatčení 	4	2,3,4,6
zatažené 	4	2,3,4,6
zatáčení 	4	2,3,4,6
zasvěcení 	4	2,3,4,6
zasunutí 	4	2,3,4,6
zastupování 	4	2,3,4,6
zastoupení 	4	2,3,4,6
zastínění 	4	2,3,4,6
zastavování 	4	2,3,4,6
zastavení 	4	2,3,4,6
zásobování 	4	2,3,4,6
zaslání 	4	2,3,4,6
zasílání 	4	2,3,4,6
zasedání 	4	2,3,4,6
zasažení 	4	2,3,4,6
zasazení 	4	2,3,4,6
zásadní 	4	2,3,4,6
zařizování 	4	2,3,4,6
zařízení 	4	2,3,4,6
zaregistrování 	4	2,3,4,6
zařazování 	4	2,3,4,6
zařazení 	4	2,3,4,6
zapůjčení 	4	2,3,4,6
zapsání 	4	2,3,4,6
zapracování 	4	2,3,4,6
zapojování 	4	2,3,4,6
zapojení 	4	2,3,4,6
započtení 	4	2,3,4,6
započetí 	4	2,3,4,6
zapnutí 	4	2,3,4,6
zaplnění 	4	2,3,4,6
zaplacení 	4	2,3,4,6
zapisování 	4	2,3,4,6
zapínání 	4	2,3,4,6
zapalování 	4	2,3,4,6
zapálení 	4	2,3,4,6
západní 	4	2,3,4,6
zaostření 	4	2,3,4,6
zaokrouhlování 	4	2,3,4,6
zanedbání 	4	2,3,4,6
zamyšlení 	4	2,3,4,6
zamýšlené 	4	2,3,4,6
zamykání 	4	2,3,4,6
zamítnutí 	4	2,3,4,6
zamezení 	4	2,3,4,6
zametání 	4	2,3,4,6
zaměstnávání 	4	2,3,4,6
zaměstnání 	4	2,3,4,6
zaměřování 	4	2,3,4,6
zaměření 	4	2,3,4,6
žaludeční 	4	2,3,4,6
založení 	4	2,3,4,6
zálohování 	4	2,3,4,6
zalití 	4	2,3,4,6
zalévání 	4	2,3,4,6
zakrývání 	4	2,3,4,6
zakrytí 	4	2,3,4,6
zakoupení 	4	2,3,4,6
zakončení 	4	2,3,4,6
Základní 	4	2,3,4,6
základní 	4	2,3,4,6
zakládání 	4	2,3,4,6
zajišťování 	4	2,3,4,6
zajištění 	4	2,3,4,6
zajímavé 	4	2,3,4,6
zajetí 	4	2,3,4,6
zahrnutí 	4	2,3,4,6
zahřívání 	4	2,3,4,6
zahřátí 	4	2,3,4,6
zahraniční 	4	2,3,4,6
zahájení 	4	2,3,4,6
zadržování 	4	2,3,4,6
zadržení 	4	2,3,4,6
žádosti 	4	2,3,4,6
zadní 	4	2,3,4,6
žádné 	4	2,3,4,6
zadávání 	4	2,3,4,6
zadání 	4	2,3,4,6
zadané 	4	2,3,4,6
začlenění 	4	2,3,4,6
začínající 	4	2,3,4,6
zachycení 	4	2,3,4,6
záchranné 	4	2,3,4,6
zachovávání 	4	2,3,4,6
zachování 	4	2,3,4,6
zacházení 	4	2,3,4,6
zabudování 	4	2,3,4,6
zabránění 	4	2,3,4,6
zablokování 	4	2,3,4,6
zabití 	4	2,3,4,6
zabíjení 	4	2,3,4,6
zabezpečování 	4	2,3,4,6
zabezpečení 	4	2,3,4,6
Windows 	4	2,3,4,7
vzrůstající 	4	2,3,4,6
vzrušení 	4	2,3,4,6
vzniklé 	4	2,3,4,6
vzkříšení 	4	2,3,4,6
vzetí 	4	2,3,4,6
vzdělávání 	4	2,3,4,6
vzdělání 	4	2,3,4,6
vzdálenosti 	4	2,3,4,6
vzájemné 	4	2,3,4,6
vyzvednutí 	4	2,3,4,6
vyznání 	4	2,3,4,6
významné 	4	2,3,4,6
vyzkoušení 	4	2,3,4,6
vyžádání 	4	2,3,4,6
vyvrcholení 	4	2,3,4,6
vyvolávání 	4	2,3,4,6
vyvolání 	4	2,3,4,6
vyvlastnění 	4	2,3,4,6
vyvíjení 	4	2,3,4,6
vyvedení 	4	2,3,4,6
vyvážení 	4	2,3,4,6
využívání 	4	2,3,4,6
využití 	4	2,3,4,6
vyústění 	4	2,3,4,6
vyúčtování 	4	2,3,4,6
vyučování 	4	2,3,4,6
vytvoření 	4	2,3,4,6
výtvarné 	4	2,3,4,6
vytváření 	4	2,3,4,6
vytírání 	4	2,3,4,6
vytažení 	4	2,3,4,6
vytápění 	4	2,3,4,6
vytahování 	4	2,3,4,6
vytáčení 	4	2,3,4,6
vysvětlování 	4	2,3,4,6
vysvětlení 	4	2,3,4,6
vysunutí 	4	2,3,4,6
vystupování 	4	2,3,4,6
výstupní 	4	2,3,4,6
vystoupení 	4	2,3,4,6
vystěhování 	4	2,3,4,6
vystavování 	4	2,3,4,6
vystavení 	4	2,3,4,6
vyšší 	4	2,3,4,6
vysoušení 	4	2,3,4,6
Vysoké 	4	2,3,4,6
vysoké 	4	2,3,4,6
vysoce 	4	2,3,4,6
vyslovení 	4	2,3,4,6
vyslání 	4	2,3,4,6
vyšívání 	4	2,3,4,6
vysílání 	4	2,3,4,6
výši 	4	2,3,4,6
vyšetřování 	4	2,3,4,6
vyšetření 	4	2,3,4,6
výše 	4	2,3,4,6
vysazování 	4	2,3,4,6
vysazení 	4	2,3,4,6
vysávání 	4	2,3,4,6
vyrovnávání 	4	2,3,4,6
vyrovnávací 	4	2,3,4,6
vyrovnání 	4	2,3,4,6
vyrovnané 	4	2,3,4,6
výroční 	4	2,3,4,6
výročí 	4	2,3,4,6
výrobní 	4	2,3,4,6
vyřizování 	4	2,3,4,6
vyřízení 	4	2,3,4,6
vyřezávání 	4	2,3,4,6
vyřešení 	4	2,3,4,6
vyřazování 	4	2,3,4,6
výraznější 	4	2,3,4,6
výrazně 	4	2,3,4,6
výrazné 	4	2,3,4,6
vyřazení 	4	2,3,4,6
vypuštění 	4	2,3,4,6
vypuknutí 	4	2,3,4,6
vypsání 	4	2,3,4,6
vyprošťování 	4	2,3,4,6
vyproštění 	4	2,3,4,6
vyprazdňování 	4	2,3,4,6
vyprávění 	4	2,3,4,6
vypracovávání 	4	2,3,4,6
vypracování 	4	2,3,4,6
vypovězení 	4	2,3,4,6
výpovědi 	4	2,3,4,6
vypouštění 	4	2,3,4,6
vypořádání 	4	2,3,4,6
vypnutí 	4	2,3,4,6
vyplňování 	4	2,3,4,6
vyplnění 	4	2,3,4,6
vyplácení 	4	2,3,4,6
vyplacení 	4	2,3,4,6
vypisování 	4	2,3,4,6
vypínání 	4	2,3,4,6
vypalování 	4	2,3,4,6
vypálení 	4	2,3,4,6
vynucování 	4	2,3,4,6
vynikající 	4	2,3,4,6
vynesení 	4	2,3,4,6
vynechání 	4	2,3,4,6
vyndání 	4	2,3,4,6
vynášení 	4	2,3,4,6
vymývání 	4	2,3,4,6
vymýšlení 	4	2,3,4,6
vymezení 	4	2,3,4,6
vyměření 	4	2,3,4,6
vymáhání 	4	2,3,4,6
vylučování 	4	2,3,4,6
vyložení 	4	2,3,4,6
vyloženě 	4	2,3,4,6
vyloučení 	4	2,3,4,6
vylodění 	4	2,3,4,6
vylepšování 	4	2,3,4,6
vykreslování 	4	2,3,4,6
vykreslení 	4	2,3,4,6
vykonávání 	4	2,3,4,6
vykonání 	4	2,3,4,6
vyklizení 	4	2,3,4,6
vykládání 	4	2,3,4,6
vykazování 	4	2,3,4,6
vyjmutí 	4	2,3,4,6
výjimečné 	4	2,3,4,6
vyjetí 	4	2,3,4,6
vyjednávání 	4	2,3,4,6
vyjasnění 	4	2,3,4,6
vyjadřování 	4	2,3,4,6
vyjádření 	4	2,3,4,6
vyhýbání 	4	2,3,4,6
vyhřívání 	4	2,3,4,6
vyhození 	4	2,3,4,6
vyhotovení 	4	2,3,4,6
vyhodnocování 	4	2,3,4,6
vyhodnocení 	4	2,3,4,6
vyhnání 	4	2,3,4,6
vyhledávání 	4	2,3,4,6
vyhledání 	4	2,3,4,6
vyhlazování 	4	2,3,4,6
vyhlašování 	4	2,3,4,6
vyhlášení 	4	2,3,4,6
vydělávání 	4	2,3,4,6
vydávání 	4	2,3,4,6
vydání 	4	2,3,4,6
vyčíslení 	4	2,3,4,6
výchozí 	4	2,3,4,6
východní 	4	2,3,4,6
vyčerpání 	4	2,3,4,6
vybudování 	4	2,3,4,6
vybrání 	4	2,3,4,6
výborné 	4	2,3,4,6
vybití 	4	2,3,4,6
vybírání 	4	2,3,4,6
vybíjení 	4	2,3,4,6
vybavování 	4	2,3,4,6
vybavení 	4	2,3,4,6
vůbec 	4	2,3,4,6
vstupní 	4	2,3,4,6
vstřikování 	4	2,3,4,6
vstřelení 	4	2,3,4,6
vstřebávání 	4	2,3,4,6
vstávání 	4	2,3,4,6
vší 	4	2,3,4,6
všeobecné 	4	2,3,4,6
všemi 	4	2,3,4,7
všem 	4	2,3,6,7
všech 	4	2,3,4,6
vrtání 	4	2,3,4,6
vrozené 	4	2,3,4,6
vraždění 	4	2,3,4,6
vrácení 	4	2,3,4,6
vracení 	4	2,3,4,6
VP 	4	2,3,4,6
volné 	4	2,3,4,6
volební 	4	2,3,4,6
volání 	4	2,3,4,6
vojenské 	4	2,3,4,6
vodní 	4	2,3,4,6
vnitřní 	4	2,3,4,6
vnímání 	4	2,3,4,6
vniknutí 	4	2,3,4,6
vnější 	4	2,3,4,6
vložení 	4	2,3,4,6
vloupání 	4	2,3,4,6
vlnové 	4	2,3,4,6
vlastnictví 	4	2,3,4,6
vlastní 	4	2,3,4,6
vládnutí 	4	2,3,4,6
vládní 	4	2,3,4,6
vkládání 	4	2,3,4,6
VK 	4	2,3,4,6
vizuální 	4	2,3,4,6
vítězství 	4	2,3,4,6
vítězné 	4	2,3,4,6
vítání 	4	2,3,4,6
virové 	4	2,3,4,6
víkendové 	4	2,3,4,6
video 	4	2,3,4,6
vidění 	4	2,3,4,6
víc 	4	2,3,4,6
vhození 	4	2,3,4,6
vhodné 	4	2,3,4,6
vhazování 	4	2,3,4,6
větší 	4	2,3,4,6
větrné 	4	2,3,4,6
větrání 	4	2,3,4,6
veterinární 	4	2,3,4,6
věštění 	4	2,3,4,6
veslování 	4	2,3,4,6
veškeré 	4	2,3,4,6
vertikální 	4	2,3,4,6
veřejně 	4	2,3,4,6
veřejné 	4	2,3,4,6
venkovní 	4	2,3,4,6
venčení 	4	2,3,4,6
velvyslanectví 	4	2,3,4,6
velmi 	4	2,3,4,6
Velké 	4	2,3,4,6
velké 	4	2,3,4,6
velikosti 	4	2,3,4,6
velikonoční 	4	2,3,4,6
veliké 	4	2,3,4,6
velice 	4	2,3,4,6
velení 	4	2,3,4,6
vědomí 	4	2,3,4,6
vedlejší 	4	2,3,4,6
vedení 	4	2,3,4,6
vědecké 	4	2,3,4,6
věci 	4	2,3,4,6
večerní 	4	2,3,4,6
včerejší 	4	2,3,4,6
vcelku 	4	2,3,4,6
včasné 	4	2,3,4,6
vážné 	4	2,3,4,6
vážení 	4	2,3,4,6
vázání 	4	2,3,4,6
Vaší 	4	2,3,4,6
vaší 	4	2,3,4,6
Vaši 	4	2,3,4,6
vaši 	4	2,3,4,6
varování 	4	2,3,4,6
vaření 	4	2,3,4,6
vánoční 	4	2,3,4,6
Vámi 	4	2,3,4,6
vámi 	4	2,3,4,6
válce 	4	2,3,4,6
V 	4	2,3,4,6
uznávání 	4	2,3,4,6
uznání 	4	2,3,4,6
úzké 	4	2,3,4,6
užívání 	4	2,3,4,6
užití 	4	2,3,4,6
uzení 	4	2,3,4,6
uzdravování 	4	2,3,4,6
uzdravení 	4	2,3,4,6
uzavření 	4	2,3,4,6
uzavřené 	4	2,3,4,6
uzavírání 	4	2,3,4,6
uzamčení 	4	2,3,4,6
uvolňování 	4	2,3,4,6
uvolnění 	4	2,3,4,6
úvodní 	4	2,3,4,6
uveřejnění 	4	2,3,4,6
uvědomění 	4	2,3,4,6
uvedení 	4	2,3,4,6
uvedené 	4	2,3,4,6
uvažování 	4	2,3,4,6
uvažované 	4	2,3,4,6
uvážení 	4	2,3,4,6
uvádění 	4	2,3,4,6
ÚV 	4	2,3,4,6
UV 	4	2,3,4,6
utváření 	4	2,3,4,6
utrácení 	4	2,3,4,6
útočné 	4	2,3,4,6
útočení 	4	2,3,4,6
utkání 	4	2,3,4,6
úterní 	4	2,3,4,6
utahování 	4	2,3,4,6
ústní 	4	2,3,4,6
ústí 	4	2,3,4,6
Ústavu 	4	2,3,4,6
ústavu 	4	2,3,4,6
ustavení 	4	2,3,4,6
ustanovení 	4	2,3,4,6
ustájení 	4	2,3,4,6
úsporné 	4	2,3,4,6
uspořádání 	4	2,3,4,6
uspokojování 	4	2,3,4,6
uspokojení 	4	2,3,4,6
úspěšné 	4	2,3,4,6
uspání 	4	2,3,4,6
usmrcení 	4	2,3,4,6
uskutečňování 	4	2,3,4,6
uskutečnění 	4	2,3,4,6
uskladnění 	4	2,3,4,6
usínání 	4	2,3,4,6
úsilí 	4	2,3,4,6
usazení 	4	2,3,4,6
USA 	4	2,3,4,7
US 	4	2,3,4,6
urychlení 	4	2,3,4,6
určování 	4	2,3,4,6
určité 	4	2,3,4,6
určení 	4	2,3,4,6
upravování 	4	2,3,4,6
upozorňování 	4	2,3,4,6
upozornění 	4	2,3,4,6
úplně 	4	2,3,4,6
úplné 	4	2,3,4,6
uplatňování 	4	2,3,4,6
uplatnění 	4	2,3,4,6
upgrade 	4	2,3,4,6
upevňování 	4	2,3,4,6
upevnění 	4	2,3,4,6
únorové 	4	2,3,4,6
UNESCO 	4	2,3,4,6
umývání 	4	2,3,4,6
úmrtí 	4	2,3,4,6
umisťování 	4	2,3,4,6
umístění 	4	2,3,4,6
umírání 	4	2,3,4,6
umělecké 	4	2,3,4,6
umělé 	4	2,3,4,6
uložení 	4	2,3,4,6
ulici 	4	2,3,4,6
ul 	4	2,3,4,6
ukončení 	4	2,3,4,6
ukládání 	4	2,3,4,6
ukazování 	4	2,3,4,6
UK 	4	2,3,4,6
uhrazení 	4	2,3,4,6
udržování 	4	2,3,4,6
udržení 	4	2,3,4,6
udílení 	4	2,3,4,6
udělování 	4	2,3,4,6
udělení 	4	2,3,4,6
udání 	4	2,3,4,6
události 	4	2,3,4,6
údajné 	4	2,3,4,6
účtování 	4	2,3,4,6
uctívání 	4	2,3,4,6
účinné 	4	2,3,4,6
účinkování 	4	2,3,4,6
uchycení 	4	2,3,4,6
uchovávání 	4	2,3,4,6
uchování 	4	2,3,4,6
uchopení 	4	2,3,4,6
účetní 	4	2,3,4,6
učení 	4	2,3,4,6
ubytování 	4	2,3,4,6
u 	4	2,3,4,7
U 	4	2,3,4,6
tzv 	4	2,3,4,6
týrání 	4	2,3,4,6
typické 	4	2,3,4,6
týmové 	4	2,3,4,6
týdenní 	4	2,3,4,6
tvůrčí 	4	2,3,4,6
tvrzení 	4	2,3,4,6
tvrdé 	4	2,3,4,6
tvoření 	4	2,3,4,6
Tvé 	4	2,3,4,6
tvé 	4	2,3,4,6
tvarování 	4	2,3,4,6
TV 	4	2,3,4,6
turné 	4	2,3,4,6
turistické 	4	2,3,4,6
tunelování 	4	2,3,4,6
trvání 	4	2,3,4,6
trvalé 	4	2,3,4,6
trvale 	4	2,3,4,6
trošku 	4	2,3,4,6
trochu 	4	2,3,4,6
tříleté 	4	2,3,4,6
třídění 	4	2,3,4,6
třetím 	4	3,4,6,7
třetí 	4	2,3,4,6
trestné 	4	2,3,4,6
trestání 	4	2,3,4,6
trénování 	4	2,3,4,6
tréninkové 	4	2,3,4,6
tření 	4	2,3,4,6
trávení 	4	2,3,4,6
trasování 	4	2,3,4,6
tragické 	4	2,3,4,6
tradiční 	4	2,3,4,6
touto 	4	2,3,4,7
Tour 	4	2,3,4,6
tou 	4	2,3,4,7
totální 	4	2,3,4,6
topení 	4	2,3,4,6
točení 	4	2,3,4,6
to 	4	2,3,4,6
tlumočení 	4	2,3,4,6
tlumení 	4	2,3,4,6
tlakové 	4	2,3,4,6
tlačení 	4	2,3,4,6
TJ 	4	2,3,4,6
tiskové 	4	2,3,4,6
tím 	4	2,3,4,7
tiché 	4	2,3,4,6
těžší 	4	2,3,4,6
těžké 	4	2,3,4,6
tetování 	4	2,3,4,6
této 	4	2,3,4,6
testování 	4	2,3,4,6
testovací 	4	2,3,4,6
těsné 	4	2,3,4,6
terénní 	4	2,3,4,6
tepelné 	4	2,3,4,6
teoretické 	4	2,3,4,6
téměř 	4	2,3,4,6
televizní 	4	2,3,4,6
tělesné 	4	2,3,4,6
telefonování 	4	2,3,4,6
těhu 	4	2,3,4,6
těhotenství 	4	2,3,4,6
tehdy 	4	2,3,4,6
tehdejší 	4	2,3,4,6
těchto 	4	2,3,4,6
technické 	4	2,3,4,6
těch 	4	2,3,4,6
té 	4	2,3,4,6
tažení 	4	2,3,4,6
tavení 	4	2,3,4,6
tankování 	4	2,3,4,6
taneční 	4	2,3,4,6
tancování 	4	2,3,4,6
tamní 	4	2,3,4,6
takzvané 	4	2,3,4,6
taktování 	4	2,3,4,6
takto 	4	2,3,4,6
takřka 	4	2,3,4,6
takový 	4	2,3,4,6
takovéto 	4	2,3,4,6
takovéhle 	4	2,3,4,6
takové 	4	2,3,4,6
takhle 	4	2,3,4,6
tak 	4	2,3,4,6
tajné 	4	2,3,4,6
tahání 	4	2,3,4,6
táboření 	4	2,3,4,6
T. 	4	2,3,4,6
T 	4	2,3,4,6
t 	4	2,3,4,6
systémové 	4	2,3,4,6
svých 	4	2,3,4,6
svý 	4	2,3,4,6
svržení 	4	2,3,4,6
svolání 	4	2,3,4,6
svojí 	4	2,3,4,6
svižné 	4	2,3,4,6
svícení 	4	2,3,4,6
Světové 	4	2,3,4,6
světové 	4	2,3,4,6
světle 	4	2,3,4,6
svěření 	4	2,3,4,6
svěcení 	4	2,3,4,6
své 	4	2,3,4,6
svátosti 	4	2,3,4,6
svatořečení 	4	2,3,4,6
svatební 	4	2,3,4,6
svaté 	4	2,3,4,6
svařování 	4	2,3,4,6
svalové 	4	2,3,4,6
svádění 	4	2,3,4,6
sv 	4	2,3,4,6
sušení 	4	2,3,4,6
surfování 	4	2,3,4,6
suché 	4	2,3,4,6
stvoření 	4	2,3,4,6
studování 	4	2,3,4,6
studii 	4	2,3,4,6
střílení 	4	2,3,4,6
stříkání 	4	2,3,4,6
stříhání 	4	2,3,4,6
střídavé 	4	2,3,4,6
střídání 	4	2,3,4,6
střežení 	4	2,3,4,6
střevní 	4	2,3,4,6
střetnutí 	4	2,3,4,6
Střední 	4	2,3,4,6
středně 	4	2,3,4,6
středeční 	4	2,3,4,6
stravování 	4	2,3,4,6
stoupání 	4	2,3,4,6
stoupající 	4	2,3,4,6
stopu 	4	2,3,4,6
stoprocentní 	4	2,3,4,6
stopování 	4	2,3,4,6
stolování 	4	2,3,4,6
sto 	4	2,3,4,6
stlačení 	4	2,3,4,6
STK 	4	2,3,4,6
stížnosti 	4	2,3,4,6
stisknutí 	4	2,3,4,6
štípání 	4	2,3,4,6
stíhání 	4	2,3,4,6
štěstí 	4	2,3,4,6
štěpení 	4	2,3,4,6
stejně 	4	2,3,4,6
stejné 	4	2,3,4,6
stěhování 	4	2,3,4,6
štědrovečerní 	4	2,3,4,6
stažení 	4	2,3,4,6
stavění 	4	2,3,4,6
stavební 	4	2,3,4,6
stávající 	4	2,3,4,6
Státní 	4	2,3,4,6
státní 	4	2,3,4,6
statické 	4	2,3,4,6
startování 	4	2,3,4,6
starosti 	4	2,3,4,6
stárnutí 	4	2,3,4,6
stáří 	4	2,3,4,6
staré 	4	2,3,4,6
stanovování 	4	2,3,4,6
stanovení 	4	2,3,4,6
stanovené 	4	2,3,4,6
stanování 	4	2,3,4,6
stání 	4	2,3,4,6
standartní 	4	2,3,4,6
standardní 	4	2,3,4,6
stálé 	4	2,3,4,6
stále 	4	2,3,4,6
stahování 	4	2,3,4,6
stabilní 	4	2,3,4,6
srpnové 	4	2,3,4,6
srovnávání 	4	2,3,4,6
srovnatelné 	4	2,3,4,6
srovnání 	4	2,3,4,6
srdeční 	4	2,3,4,6
srážení 	4	2,3,4,6
spuštění 	4	2,3,4,6
sprchování 	4	2,3,4,6
spravování 	4	2,3,4,6
správně 	4	2,3,4,6
správné 	4	2,3,4,6
spouštění 	4	2,3,4,6
sportovní 	4	2,3,4,6
sportování 	4	2,3,4,6
spoření 	4	2,3,4,6
spolufinancování 	4	2,3,4,6
společnosti 	4	2,3,4,6
společně 	4	2,3,4,6
společné 	4	2,3,4,6
společenské 	4	2,3,4,6
spojování 	4	2,3,4,6
spojení 	4	2,3,4,6
spodní 	4	2,3,4,6
splynutí 	4	2,3,4,6
splnění 	4	2,3,4,6
šplhání 	4	2,3,4,6
splácení 	4	2,3,4,6
splacení 	4	2,3,4,6
spínání 	4	2,3,4,6
specifické 	4	2,3,4,6
speciální 	4	2,3,4,6
špatně 	4	2,3,4,6
špatné 	4	2,3,4,6
spaní 	4	2,3,4,6
spalování 	4	2,3,4,6
spálení 	4	2,3,4,6
spáchání 	4	2,3,4,6
SP 	4	2,3,4,6
soužití 	4	2,3,4,6
souzení 	4	2,3,4,6
soutěžení 	4	2,3,4,6
soustředění 	4	2,3,4,6
soupeření 	4	2,3,4,6
soukromé 	4	2,3,4,6
soudní 	4	2,3,4,6
současně 	4	2,3,4,6
současné 	4	2,3,4,6
souběžné 	4	2,3,4,6
sólové 	4	2,3,4,6
sólo 	4	2,3,4,6
solidní 	4	2,3,4,6
sociální 	4	2,3,4,6
sobotní 	4	2,3,4,6
sobě 	4	2,3,4,6
šnorchlování 	4	2,3,4,6
snižování 	4	2,3,4,6
snížení 	4	2,3,4,6
snížené 	4	2,3,4,6
snímkování 	4	2,3,4,6
snímání 	4	2,3,4,6
snění 	4	2,3,4,6
sněhové 	4	2,3,4,6
snadné 	4	2,3,4,6
směřování 	4	2,3,4,6
